,link,title,price,rating,ratingCount,stock,description
79,/3ply-Disposable-Face-Mask-Count/dp/B08852WYM2/ref=sr_1_59?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-59,"3ply Disposable Face Mask, 50 Count",$2.49,4.5 out of 5 stars,"6,187 ratings",In Stock.," This mask is not intended for medical use, and not proven to reduce the transmission of disease This is a general use face mask 50 pack, 3-ply face mask Made in China"
80,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg3_1?ie=UTF8&adId=A011577216MPXNYFKM2FU&url=%2FEnerPlex-Premium-3-Ply-Reusable-Face%2Fdp%2FB088C2WD5F%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282595%26s%3Dhpc%26sr%3D1-60-spons%26psc%3D1&qualifier=1618282595&id=2766420491178712&widgetName=sp_mtf,"EnerPlex 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks Large (3-Pack) - Black",$24.95,4.5 out of 5 stars,"87,960 ratings",In Stock.," At EnerPlex, we understand that a face mask is not a “one size fits most” - We also know that if you wear a mask it should be comfortable, fit properly, and provide proper protection which is why we came up with our High End 3-Ply Safety Masks in 3 sizes. We developed a sizing chart for Youth, Medium/Large, & Extra Large. Should you have any issue with size please contact us immediately and we will help out with sizing. This Size Will Fits Most Adults, Please See Size Chart in Image Section - Key Features: EnerPlex Face Masks are a Three-Layer Design – Outer layer DWR 100% Polyester, Middle Layer Cotton Blend, Inner Layer NanoFine Cotton Blend – soft against the skin. Designed with high quality light weight fabric for maximum comfort. Our stretch ear loops allow for a snug and secure fit. Ideal for everyday use – Indoor/Outdoor, great for essential workers, can be utilized while traveling, running errands, attending grooming appointments, etc. Care: wash before first use. Machine wash cold. Do not bleach. Do not dry clean. Tumble dry low or lay flat to dry to avoid shrinkage. No fabric softener With our EnerPlex Face Masks customer service, quality, and safety is our number one priority."
81,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg3_1?ie=UTF8&adId=A10362062LGBO71ILWJRS&url=%2FDisposable-Face-Masks-Pack-Black%2Fdp%2FB08HZ3WRV5%2Fref%3Dsr_1_61_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282595%26s%3Dhpc%26sr%3D1-61-spons%26psc%3D1%26smid%3DA29QRSW5VAWBBS&qualifier=1618282595&id=2766420491178712&widgetName=sp_mtf,"Disposable Face Masks, Pack of 50 Black Face Masks",$9.99,4.6 out of 5 stars,"20,597 ratings",In Stock.," Disposable Face Masks: 3-Layers Protection, the inner layer is a soft non-woven fabric, which can absorb the moisture from the breath of the wearer. The middle layer is a melt-blown polypropylene filtration layer for better filter out the particles in the air. The outer layer is a water-resistant layer which can block the splashing liquid in the air. Face Masks: Adjustable nose clip can help to create a tight seal & stop glasses from fogging. Comfortable and soft elastic ear loops can eliminate pressure to the ears for maximum comfort. And it can be used with earloop holders to reduce the pain and pressure of wearing a mask in the ear for a long time. Disposable Masks: Multiple folds design can completely block out the chin, nose and mouth from dust, smoke, debris,automobile exhaust, and pollen. Masks: Suitable for home, office, school, catering services, food processing, environmental cleaning and other public places. Mouth Mask: There are 50 pcs disposable face masks in a box, and these masks is a general use mask."
82,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg3_1?ie=UTF8&adId=A09900842C1X0RUFYEGDF&url=%2FWAPIKE-Black-Disposable-Filter-Protection%2Fdp%2FB08SLVLB63%2Fref%3Dsr_1_62_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282595%26s%3Dhpc%26sr%3D1-62-spons%26psc%3D1%26smid%3DARTW3SSE09TGB&qualifier=1618282595&id=2766420491178712&widgetName=sp_mtf,"WAPIKE Black Face Masks, 100 Pcs Black Disposable Face Masks 3 Ply Filter Protection",$14.99,4.6 out of 5 stars,"8,831 ratings",In Stock.," 100pcs black Disposable Face Masks: 3-ply With Elastic Earloops for Day-to-day protection, it has a stronger filtering effect and is more breathable Black Mask: 3 Layers of Material, so you can breathe easily and safely in any environment. Disposable Mask: Easy to use--Keep Mask: it is Made of environmental friendly material. Universal fitted elastic ear loops for a variety of users for instant protection Widely use: great for outdoor public areas, schools, offices, and home usage."
83,/Face-Masks-Black-Layers-Pack/dp/B08HYDF4Q4/ref=sr_1_63?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-63,Face Masks Black 3 Layers (Pack of 50 PCS),$6.99,4.6 out of 5 stars,"4,996 ratings",In Stock.," HIGH QUALITY 3 LAYER FACE MASKS: 50 Pack Disposable Black Face Mask, Breathable safety face masks are made of high quality facial mask non-woven fabric. Outer layer is effective dust waterproof; Middle layer stop particles; Inner skin-friendly layer absorb the moisture from the breath, which makes it breathable and comfortable to wear. 3 ply face mask can well protect the health of the respiratory system and protect your breathing. ULTRA SOFT AND COMFORTABLE: Disposable masks for protection are using for personal protection. The Length is 6.88 inch / The width is 3.74 inch. Soft and elastic earloop provide a light weight wearing experience for you. Easy to use, cover mouth, nose and chin. ADJUSTABLE NOSE BRIDGE CLAMP: Highly elastic earrings have high elasticity and cover the face from the nose to the chin, achieving a good seal without tightness. Hard to break, comfortable and easy to carry. Suitable for most adult boys and girls sizes. Fits almost all face shapes. WIDELY USE: Adult face masks are suitable for office, home, salon, cycling, grocery store and all the indoor and outdoor activities. It’s good mask to wear it when you travel through congested airports, bus terminals, malls, party and busy city streets. keep you from dust, haze, smoke, automobile exhaust, etc. Pack of 50 masks disposable black, enough to meet your family /staff /friends' demands."
84,/Ceemly-3Ply-Made-Face-Mask/dp/B08SVTGT3C/ref=sr_1_64?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-64,"Ceemly 3Ply USA Made Face Mask - Disposable, Single-Use, 50 CT",$9.99 - $14.99,4.4 out of 5 stars,492 ratings,," The Ultimate American Made Disposable Face Mask - The Ceemly Face Mask is made with 3 layers of protection featuring an external hydrophobic & durable cloth layer, melt-blown polymer middle layer + a soft interior comfortable cloth layer. These disposable face masks also come with a seamless crimping design and adjustable nose bridge to decrease the space between the face and the cloth layer for maximum coverage while keeping it breathable. Disposable Face Mask with Elastic Straps - The Ceemly disposable face protection pack comes with reinforced elastic straps that securely yet comfortably fit over your ears. They won’t strain you, making it perfect for long hours of wear. Whether for work, groceries, or exercise, they will provide a comfortable fit for everyday activity. Made with You in Mind - Ceemly values your satisfaction just as much as we value quality. If you experience any concerns with your face protection, don’t hesitate to reach out to us so we can patch things up with a refund or replacement. The Go-To Disposable Face Masks for Americans Everywhere - Proudly made in Garden Grove, California, the Ceemly Disposable Face Mask was made for Americans, by Americans. Boasting of a style that fits most sizes while still giving reliable protection, we maximize the design of every single-use face mask so you don’t have to look anywhere else. Your Everyday Staple - With ASTM-met standards, you can trust our face protection pack is made through accountable and reliable sourcing, manufacturing, and distribution. Produced with the goal of achieving better air that’s accessible for everyone, let Ceemly be one of your everyday staples."
85,/Disposable-Face-Mask-Pack-Blue/dp/B086MPXGKJ/ref=sr_1_65?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-65,Disposable Face Mask - Pack of 50 - Blue,$2.49,4.5 out of 5 stars,"4,876 ratings",In Stock.," SUPERIOR PROTECTION: Efficiently filter out dust and allergens with these disposable masks for protection from Day 1 Fitness. Designed with three layers of protection, our dust masks come in packs of 50, which is ideal for daily use. HIGHLY EFFICIENT: Our masks have 3 levels of protection. The outer layer filters out dust, odors and large particles, while the key meltblown layer filters small particles. The inner skin-care layer is a natural and anti-allergen filter. FIT ADJUSTMENTS: (See Image 7 for fitting tips) This non-surgical face mask is designed with soft, non-woven material, making it comfortable to use every day. Elastic ear loops included to easily fit all sizes. CONTOUR NOSE STRIP: These masks include a contour nose strip to create a better fit. Secure face mask with elastic ear loops, press gently on the nose strip to fit the shape of the nose and expand mask pleats to cover mouth and chin for best fit. DEPENDABLE QUALITY: These breathable face masks are designed to keep you free of pollen, dust, haze and more. We are confident that this face mask will give you the protection you need and offer a fully refunded 30-day return policy."
86,/50PCS-Disposable-Anti-Dust-Earloops-Protective/dp/B0881Q9HK8/ref=sr_1_66?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-66,50PCS Disposable Face 3 Layer Anti-Dust Earloops Protective Cover Mask(Blue),$8.99,4.6 out of 5 stars,"18,322 ratings",In Stock.," BASIC MASK INFORMATION: 50 disposable masks in a box. Color: blue. Mask size: 17.5cm * 9cm, normal adult size, unisex 3-LAYER STRUCTURE PROTECTIVE MASK: Three-layer filter cloth filter design. FLEXIBLE AND ELASTIC ERABAND: Highly elastic earrings have high elasticity and cover the face from the nose to the chin, achieving a good seal without tightness FLEXIBLE AND ELASTIC ERABAND: Highly elastic earrings have high elasticity and cover the face from the nose to the chin, achieving a good seal without tightness. WIDELY USABLE: Can be used in various situations such as commuting, commuting, gardening, short trips, driving, sports, and outdoors."
87,/Disposable-3-Layer-Elastic-Earloop-purple/dp/B08G4K6TSV/ref=sr_1_67?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-67,"50pcs Disposable Face Masks 3-Layer Mask Face Cover with Elastic Earloop,purple",,4.5 out of 5 stars,"2,507 ratings",In Stock.," Non-woven 3 Layers of Material - The mask is made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable Each mask comes with an adjustable nose clip and elastic ear loops to ensure a comfortable fit. Dustproof,Anti-spittle,Anti smog Can be used for outdoor public areas, schools, offices, and home usage. With the new 3-ply design, It can help block pollution so you can breathe easily and safely in any environment."
88,/Disposable-Protective-Breathable-Earloops%EF%BC%8C-Melt-Blown/dp/B088NQTWLG/ref=sr_1_68?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-68,"Disposable Protective Face Mask, Breathable 3 Ply Masks with Earloops，with Melt-Blown Cloth (Blue 50pcs)",,4.6 out of 5 stars,"1,417 ratings",In Stock.," 67% non-woven fabric, 33% melt-blown fabric These masks are made of Melt-blown fabric and Non-woven fabric which are proven to filter more effectively. All masks are made with hypoallergenic materials to provide a comfortable feel for those with sensitive skin. 50 pieces per box, Blue, Single use only, It’s for adult only. It's applicable in filtering the particulate matter in the air pollution and environmental problem in daily life. And it's for non-medical use. These mask is vacuum pack ,there is a ziplock pack outside the vacuum pack. you could put them inside a ziplock bag to keep them clean until ready to use."
89,/mystcare-Disposable-3-Layer-Breathable-Children/dp/B08BYXG1K8/ref=sr_1_69?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-69,mystcare Kids Disposable Face Mask 50 Pack Ages 5-12 Filter 3-Layer Safety Face Masks for Kids Daily Use,,4.7 out of 5 stars,"3,045 ratings",In Stock.," 💚Kids Disposable Face Mask(ages5-12):3 Layers Filtration,High density Melt Blown Filter Paper in the middle and Non-woven on both sides. 🕛Disposable Face Mask For Children:Provide the protection,Recommended maximum use time 5-8 hours. 🧒Breathable Kids Safety Face Masks:Made of breathable material,Deformable nose clip that fits the nose perfectly, Can freely adjust the shape according to the face shape.More complete fit to face. 🚅Mouth Cover Face Mask for kids:Better filtration and ventilation,Suitable for school,Crowded airports,Bus stations,Office,Outdoor,Shopping malls,Restaurants,and busy city streets. 🚛50 Pcs Disposable Mask:If you have any questions,Please contact us by email. We will provide you with return service under any circumstances."
90,/WeCare-Disposable-Masks-Individually-Wrapped/dp/B08DGBFSGF/ref=sr_1_70?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-70,"WeCare Disposable Face Masks For Kids, 50 Tie Dye Masks, Individually Wrapped",,4.7 out of 5 stars,"7,375 ratings",In Stock.," PERFECT FOR KIDS: Sized at 3.7 inches x 5.7 inches, they fit comfortably on boys and girls, even toddlers! Now you can take your children with you to the store, go on trips, and send them to school or camp safely! READY TO GO: Each mask in this box is individually sealed so they are perfect to throw in your purse, handbag, or stash in your child's pocket or backpack and they will remain sanitary and clean! CUTEST COLORS & DESIGNS: Let your kid be the cutest boy or girl on the block with this tie dye mask. WeCare also has children’s masks in more than a dozen solid colors and fun prints, as well as matching adult masks. LIGHT & BREATHABLE: Designed for the utmost in comfort, these masks are painless and adjustable. They offer full coverage of the nose and mouth and allow kids to play and learn freely. 3 PROTECTIVE LAYERS: The innermost layer is super soft and gentle on the skin, and the out leak-proof layer covers the high density filter. Latex free. An adjustable metal wire runs along the top as a nose clip."
91,/sckang-Disposable-Comfortable-Earloop-Multicolor/dp/B08J3VYBM4/ref=sr_1_71?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-71,sckang 50 Pcs Disposable Face Mask Comfortable Earloop Mask 3-Layer Multicolor Masks,,4.7 out of 5 stars,962 ratings,In Stock.," 3 Layers of Material - The mask is made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable Comfortable - Extra-soft elastic ear loops eliminate pressure to the ears for maximum comfort. Can be used with earloop holders/ mask strap extenders for additional comfort and well-being. These Masks Should Be Disposed of after Each Use Keep the Blue-side Outside and the Nose Clip on the Upper Side Quantity: 50 pieces/box, completely meet your family /staff /friends' demands. Single-Use face masks for adults and children. Suitable for home, office, school, outdoor and other public places."
92,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg3_1?ie=UTF8&adId=A06667072P55R8SLMEP7&url=%2F2-Pack-Unisex-Cloth-Washable-Reusable%2Fdp%2FB0899V668G%2Fref%3Dsr_1_72_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282595%26s%3Dhpc%26sr%3D1-72-spons%26psc%3D1%26smid%3DA19IEWB08TQ786&qualifier=1618282595&id=2766420491178712&widgetName=sp_mtf,2-Pack Unisex Cloth Washable Reusable Cover-100% Cotton 3Layer men women outdoor,$11.98,4.4 out of 5 stars,"16,680 ratings",In Stock.," 100% Cotton Hook and Loop closure 3D Nose Structured design sits up off the face & lips for added comfort & breathability Enough Face Covering fabric / longlasting ear-loop / 95% cotton, 5% spandex Reusable / Washable / Triple layers / Easy Breathable lining layer / Machine Cold wash Anti fog - Nose Adjustable Bridge 2-Pack included / each gift package"
93,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg3_1?ie=UTF8&adId=A04553191CH8HD8G88Z00&url=%2FDisposable-Face-Masks-Pack-Mask-Black%2Fdp%2FB08GQZYSWK%2Fref%3Dsr_1_73_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282595%26s%3Dhpc%26sr%3D1-73-spons%26psc%3D1&qualifier=1618282595&id=2766420491178712&widgetName=sp_mtf,"Black Disposable Face Masks, Face Mask of 50 Pack Disposable Mask",$12.99,4.6 out of 5 stars,"74,066 ratings",In Stock., [Disposable Face Masks]: Designed for a softer and smoother feel for Breathability all day long [Face Masks]: Mouth Face Mask 3-ply With Elastic Earloops for Day-to-day protection [Disposable Masks]: The disposable face mask is made from a supportive and powerful 3-layered fabric for 3-Way filter [Mouth Mask]: Easy to use--Keep [Masks]: Universal fitted elastic ear loops for a variety of users for instant protection
94,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg3_1?ie=UTF8&adId=A0434125T2S53KURNNM6&url=%2FComix-Face-Mask-3-Layer-Black-Disposable%2Fdp%2FB08GJRDC3B%2Fref%3Dsr_1_74_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282595%26s%3Dhpc%26sr%3D1-74-spons%26psc%3D1&qualifier=1618282595&id=2766420491178712&widgetName=sp_mtf,"Disposable Face Mask,Face Masks of 50 Pack Disposable Mask",,4.7 out of 5 stars,"4,688 ratings",In Stock.," Non Woven Melt Blown Fabric Imported 3 layers closure 3-Ply Black Face Masks, each 10pcs Sealed in One Individual Bag and Total 50pcs in Giftbox. Easy to Use. These Face masks are not intended for medical use. Made with 3-Layer non-woven fabric for effective airway protection from small particles and droplets. Soft, non-irritating, comfortable and breathable. Adjustable earloop and metal nose clip fits for most of faces. Protect ourselves and our loved ones with this disposable face masks in various environments such as home, office, school, gardening, construction, and also the work places as other public areas to help protect from allergens, dust and germs. All these masks are for one time use and recommend to replace by each 4 hours."
95,/Pink-Face-Mask-Women-Pack/dp/B08DP485V8/ref=sr_1_75?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-75,"Pink Face Mask for Women (50 Pack) - Premium 3-Ply Cute Masks for Women with Comfortable Earloops & Adjustable Nose Strip, Pink Crown Designer Face Mask",,4.6 out of 5 stars,"16,264 ratings",In Stock.," The Most Stylish Face Mask For Women On The Market– Tired of blending in? Viva Naturals face masks for women are available in fun and stylish patterns to help you stand out from the crowd. Designed with three high-quality layers, our pink disposable face mask feels thicker than the average womens face mask in design and offers an ultra-soft and secure fit for peace of mind—without compromising on comfort or style. Upgraded Ear Loops & Metal Nose Strip For A Perfect Fit – Viva Naturals’ pink mask ear loops are 5% longer than average for less pressure on ears. Unlike lesser quality pink masks with nylon and polyester round ear loops, our mask for women is made from nylon and spandex for premium comfort and stretch. Adjustable metal nose strips help our comfortable pink face mask for women stay put during wear and are perfect for glasses wearers who want to reduce their lenses fogging up! Premium Face Mask Designs For Everyday Wear – Wearing a cute face mask for women doesn’t have to be uncomfortable. Our pink disposable masks are specially designed with a unique side arc lift that contours to the face for a more comfortable fit. Our premium 3-layer design feels thicker than the average womens mask in design. Our fashion face masks for women are soft on skin with a comfortable fit for everyday wear during activities like: travel, working out, in-office, shopping and more! Polybagged In Packs Of 10 For Easy Sharing – Every box of womens masks includes 50 pink masks with crown design, polybagged in packs of 10 for easy sharing. Keep these womens face masks all to yourself or share a pack with friends and family! Made With Viva Naturals Quality You Trust – For almost a decade we at Viva Naturals have made it our mission to make wellness accessible to all and to bring you and your family high-quality products you can trust. We’ve put in every effort to ensure our new women face mask is up to our standards, and yours."
96,/Safe-Mate-Case-Mate-Washable-Reusable/dp/B0892SGP7F/ref=sr_1_76?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-76,Safe+Mate x Case-Mate - Cloth Face Mask - Washable & Reusable - Adult S/M - Cotton - Includes Filter - Black,$7.26,4.2 out of 5 stars,"52,710 ratings",In Stock.," 60% Cotton, 40% Polyester Imported Pack includes (1) Adult S/M size general use soft 60% cotton 40% polyester reusable cloth face mask with filter Includes optional replaceable filter insert (additional filters sold separately) Back elastic strap for relief of tension around ears Fits under chin for comfortable non-binding feel Care Instructions: Machine wash with detergent and hot water, machine dry with medium heat"
97,/LUXSENZ-Disposable-Breathable-Stretchable-Earloops/dp/B0894X579Z/ref=sr_1_77?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-77,"LUXSENZ Black Disposable Face Masks Breathable Dust Mask with Stretchable Earloops Black Face Mask, Pack of 50",$9.99,4.5 out of 5 stars,784 ratings,In Stock.," 【Easy to carry and safe】 Easy to carry and safe,50 PCS Per box. Size: 6.9×3.74（IN） 【Black Disposable Face Masks】Made of high-quality non-woven material, the disposable masks are skin-friendly, comfortable and breathable. 【Universal Design Mask】The Extra-soft elastic ear loops could eliminate pressure to the ears for maximum comfort. It can be used with earloop holders for additional comfort. High-quality fiber is also extremely breathable. 【Mask Easy to Use】Hold the elastic bands over your ears and press the metal strip around your nose to create a light seal around your face. Note: General size, also suitable for teenagers. 【Masks Applicable scene】Our essential personal protective masks are worn all over the world in most common workplace environments. They are used by Food Service, Retailers, Warehouses, Offices, Schools, both Indoors and Outdoors."
98,/Gildan-Adult-Reusable-3-Layer-Cotton/dp/B089ZDLCC4/ref=sr_1_78?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-78,Gildan Adult Reusable 3-Layer Ear Loop Face Mask (24 Pack),$20.41,4.3 out of 5 stars,"4,361 ratings",In Stock.," Outer Layer: 100% Polyester; Inner Layer: 100% Ring-spun Cotton Imported Pack of 24 Machine Washable and Reusable The CDC recommends use of cotton or cloth face coverings in public to reduce community spread by asymptomatic persons 3-layer protective construction, intended for everyday wear Soft, elastic ear loops ensure a stay-put fit"
99,/ApePal-5-Layer-Disposable-Elastic-Safety/dp/B08LPZNDLK/ref=sr_1_79?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-79,"ApePal 30PCS 5-Layer Disposable KN95 Face Masks Wide Elastic Ear Loops Safety Face Mask Mixed Color,(White,Black,Grey)",$19.99,4.5 out of 5 stars,281 ratings,In Stock.," Packaging Includes- 30pcs KN95 face mask(black x10,gray x10,white x10) with earloop and nose bridge clip.Each mask is individually packaged. Made of 5 Layer non-woven fabric, Melt-Blown, Moisture-resistant, Non-toxic, Non-irritant.High level breathing protection, filter efficiency, breathable mesh composite fabric, suitable for all seasons 3D earrings and lightweight design make breathing easier. High quality elastic earbands make it comfortable to wear for a long time.If you have any other questions,please contact with us, we will provide you the best service. High density non-woven fabric - nano filtration - filtration - highly breathable non-woven fabric that can prevent dust, car exhaust, pollen etc. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s"
100,/Washable-Filter-Pocket-Reusable-Adjustable/dp/B08QNBNMPP/ref=sr_1_80?dchild=1&keywords=face+mask&qid=1618282595&s=hpc&sr=1-80,"6 Pack Cloth Face Mask Washable with Nose Wire and Filter Pocket, Reusable Cotton Fabric Adjustable Face Masks for Women and Men",$17.99,4.7 out of 5 stars,109 ratings,In Stock.," 【Package includes】：You will receive 6 pack cloth face masks, black x1, burgundy x1, light gray x1, royal blue x1,armygreen x1, navy blue x1 .One size fits for most people. 【High-quality material】： These fashion face masks are handmade with 60%-70% cotton fabrics and 30%-40% polyester.They are cute ,breathable, and very durable.It is very comfortable to wear and very good-looking for adults, and it is also very good with clothing. 【Comfortable and Adjustable】 : Three layers cotton face mask with nose wire helps create a comfortable barrier for nose and mouth.It has an elastic earloop, you can wear it for a long time.It can be adjusted according to your face to make it fit better. 【Washable and Reusable Face Mask】：These washable face mask for women and men will not shrink,can be reused. More hygienic and stays in place better than wearing a scarf, bandana, neck wrap or balaclava. 【Broad applicability and Protection】 : Face mask with filter pocket providing more protection for your face and mouths.You can insert the filter in the pocket (there is no filter in this set, it needs to be purchased separately).This product will protect you from outdoor,cold,ash,pollen,fog ,haze,vehicle exhaust,passive smoking and so on.For a variety of locations, such as commuting, schooling, cleaning, gardening, skiing,hiking and outdoor activities."
101,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg3_1?ie=UTF8&adId=A00207571826C0GZMY64I&url=%2FSecond-Grayscale-VIRTUE-CODE-Fabric%2Fdp%2FB089LKW4BN%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618282595%26s%3Dhpc%26sr%3D1-81-spons%26psc%3D1&qualifier=1618282595&id=2766420491178712&widgetName=sp_btf,Second Skin in Grayscale Face Mask by VIRTUE CODE Fabric Face Masks 3 Pieces Black Grey White Washable Reusable Multipack,$8.99,4.1 out of 5 stars,"1,422 ratings",In Stock.," VIRTUE CODE: We design and create wellness products inspired by you, to unlock the code to a virtuous life. Our brand has been born by two sisters; from the love of seeking for a happier and healthier lifestyle. WASHABLE FACE MASK: Our lightweight face masks offer a practical and comfortable fit for your everyday travel and activities. Re-use this washable mask again and again. Great if you are looking for a lightweight mask instead of a thick, heavy item. MULTIPACK: Each item contains 3 colours, with one white, grey and black mask. Perfect for the family and to style with different outfits. COMFORT: Mask is made from light, soft and stretchy viscose cotton fabric that is so comfortable to wear. The ear loops are made from the same fabric, for a no-pressure fit around the ears. 3-D shape of this mask fits over the curve of your face, and over the bridge of your nose. Lightweight design of the mask helps you to breathe easily throughout the day. MONEY BACK GUARANTEE: 100% money back guarantee, if you don't absolutely love your VIRTUE CODE order, simply return for a full refund."
102,/Miuphro-Black-Protection-Against-Pollution/dp/B08NPKVCJG/ref=sr_1_74?dchild=1&keywords=face+mask&qid=1618282665&s=hpc&sr=1-74,"KN95 Face Mask 50 Pack, Miuphro Black KN95 Mask Protection Against PM2.5 Dust, Air Pollution",$39.74,4.5 out of 5 stars,229 ratings,In Stock.," ❤【The Filter Efficiency More Than 95%】Our KN95 mask is made of 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer, offers more protection than a standard disposable 3-Ply mask. The filter efficiency is 95% greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc ❤【Fit the Facial Lines】 These 50Pack KN95 face mask are lightweight and foldable, can cover mouth, nose and chin easily. Creates a tight seal & stops glasses from fogging. The 3D design provide enough space for you to breathe ❤【Skin-friendly and Comfortable】 These KN95 face mask use skin-friendly non-woven fabric, no irritation to your skin, High-elastic ear loops and adjustable nose clip to ensure a comfortable fit and no strain of ears. ❤【Provide Effective Protection】 High breathability 5-Layer Non-Woven masks using standard safety materials can provide multi-effect protection.offer a powerful 5-layered filter for extra support against debris and dust will help every mask wearer ❤【WIDELY USE】 It’s a best mask to wear it when you travel through congested airports, bus terminals, malls, party and busy city streets. keep you from dust, PM 2.5, haze, smoke, automobile exhaust, etc.Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s"
103,/EHH-Disposable-Breathable-Comfortable-Elastic/dp/B08CVCVPL8/ref=sr_1_75?dchild=1&keywords=face+mask&qid=1618282665&s=hpc&sr=1-75,"Black Disposable Face Mask, Face Mask for Man and Women, Breathable & Comfortable, 3- Ply, with Adjustable Nose Wire & Elastic Ear Loop (50 Pcs), Black",$13.99,4.6 out of 5 stars,"3,622 ratings",In Stock.," 【Three Layers Protection Face Mask】: The black disposable face mask are made of high quality thickening material. Outer layer help to block the polluted air particles. Middle layer has good air filtration. The inner layer is breathable and gentle. 【Breathable & Comfortable Face Mask Design】: Soft layer are gentle to skin, the face mask with elastic ear loops, eliminate press to ears and face, suitable for long time to wear. 【Humanize Face Mask Design】: Adjustable metal nose clip keep tightness but still breathable, fits your face better. Suitable for men, women and most people. 【Widely application】: Suitable for people in the haze, fog, dust weather, etc. It not only applies to private places such as home and office, but also applies to public places such as school and outdoor. Effectively prevent pollution, liquid and dust. Size: 6.8“ x 3.7“(±5%). This face mask are disposable and cannot be reused. 50 Pcs in the box. 10 Pcs are packed in each vacuum sealed packing. They are more hygienic and more convenient to carry."
104,/Anti-Microbial-Reusable-Adjustable-Breathable-coRevival/dp/B08CZGZLNN/ref=sr_1_76?dchild=1&keywords=face+mask&qid=1618282665&s=hpc&sr=1-76,"Face Mask | Adult 2-Pack | Anti-Microbial, Reusable, Cloth, Adjustable, Breathable | The Revival Mask by coRevival (Gray)",,4.4 out of 5 stars,984 ratings,In Stock.," EVERYDAY COMFORT: Soft and breathable, the 100% cotton inner layer allows you to wear your mask all day without irritation or discomfort. We made the Revival Mask with a 3-piece panel design to ensure a comfortable fit that stays in place while talking or during activity. ADJUSTABLE: The one-size mask comes equipped with adjustable ear straps to ensure a perfect and secure fit that doesn't pull on your ears while wearing.. WASHABLE & REUSABLE: The Revival Mask is machine washable (cold water only!), allowing you to reuse multiple times - no more uncomfortable disposable masks. PROTECTION: The Revival Mask consists of 2 filter layers with an anti-microbial coating. The metal metal nose bridge is designed to provide a protective seal (with the added benefit of preventing your glasses from fogging). FUNCTIONAL DESIGN: Contoured design to fit the shape of your face. For an extra-perfect fit, tuck the fabric nose and chin flaps to have the mask sit comfortably on your face."
